idioma,traduccion
Entra de una vez.,Do come in.
Entra ya.,Do come in.
Métete dentro.,Do come in.
¿Los hombres lloran?,Do men cry?
No vengas.,Don't come.
¡No saltéis!,Don't jump!
No miréis.,Don't look.
¡No os mováis!,Don't move!
No te muevas.,Don't move.
No se mueva.,Don't move.
No se muevan.,Don't move.
No cantes.,Don't sing.
No canten.,Don't sing.
No pares.,Don't stop.
¡No hables!,Don't talk!
No hables.,Don't talk.
¡No esperes!,Don't wait.
¡No esperen!,Don't wait.
No esperes.,Don't wait.
No grites.,Don't yell.
Come despacio.,Eat slowly.
¡Comé despacio!,Eat slowly.
El fuego quema.,Fire burns.
Seguilo a Tomás.,Follow Tom.
Síguelo a Tomás.,Follow Tom.
Sígalo a Tomás.,Follow Tom.
Síganlo a Tomás.,Follow Tom.
Síguele.,Follow him.
Síguelo.,Follow him.
Olvidate de Tomás.,Forget Tom.
Olvídate de Tomás.,Forget Tom.
Olvídese de Tomás.,Forget Tom.
Olvídenlo.,Forget him.
Perdónanos.,Forgive us.
Perdónenos.,Forgive us.
Consíguete una vida.,Get a life.
Entra.,Get inside.
Vete a la cama.,Get to bed.
Déjalo.,Give it up.
Vete a casa.,Go on home.
Váyase a casa.,Go on home.
Ve a ver a Tom.,Go see Tom.
Andá a trabajar.,Go to work.
Dios existe.,God exists.
Ten fe.,Have faith.
Tened fe.,Have faith.
Tengan fe.,Have faith.
Confíen.,Have faith.
Él salió a comer.,He ate out.
Tosió.,He coughed.
Él se rindió.,He gave in.
Se rindió.,He gave up.
Lo dejó.,He gave up.
Cedió.,He gave up.
Tiró la toalla.,He gave up.
Descolgó.,He hung up.
Él cogió el teléfono.,He hung up.
