idioma,traduccion
Cut the potatoes.,Corta las papas.
Did I write that?,¿Yo escribí eso?
"Did Spot go, too?",¿Spot también fue?
Did Tom bite you?,¿Tom te mordió?
Did Tom call you?,¿Te llamó Tom?
Did Tom hit Mary?,¿Le pegó Tom a Mary?
"Did Tom pay, too?","¿Pagó Tom, también?"
Did anybody come?,¿Vino alguien?
Did they have it?,¿Ellos lo tenían?
Did they say how?,¿Dijeron cómo?
Did you call Tom?,¿Llamaste a Tom?
Did you find Tom?,¿Encontraste a Tom?
Did you have fun?,¿Te divertiste?
Did you have fun?,¿La pasaste bien?
Did you kill Tom?,¿Tú mataste a Tom?
Did you know Tom?,¿Conocías a Tom?
Did you know him?,¿Le conocíais?
Did you know him?,¿Le conocías?
Did you meet her?,¿Te encontraste con ella?
Did you see that?,¿Lo viste?
Did you see that?,¿Has visto eso?
Did you see that?,¿Viste eso?
Did you vote yet?,¿Ya has votado?
Did you warn Tom?,¿Le advertiste a Tom?
Dinner is served.,La comida está servida.
Do I need a shot?,¿Me tengo que dar una inyección?
Do as I tell you.,Hacelo como te dije.
Do as I tell you.,Hazlo como te digo.
Do as I told you.,Haz como te dije.
Do as you please.,Haz como gustes.
Do not come here.,No vengas aquí.
Do not interfere!,¡No interfieras!
Do what Tom says.,Hacé lo que Tom dice.
Do what you like.,Haz lo que quieras.
Do what you like.,Haz lo que te gusta.
Do what you want.,Haz lo que quieras.
Do what you want.,Haga lo que quiera.
Do what you will.,Haga lo que quiera.
Do you cry often?,¿Lloras a menudo?
Do you cry often?,¿Seguido lloras?
Do you deny that?,¿Niegas eso?
Do you ever rest?,¿Alguna vez descansas?
Do you feel sick?,¿Te sientes mal?
Do you have a TV?,¿Tienes una televisión?
Do you have beer?,¿Tienes cerveza?
Do you have cash?,¿Tienes dinero?
Do you have kids?,¿Tenéis hijos?
Do you have kids?,¿Tienen hijos?
Do you have kids?,¿Tienes hijos?
Do you have rice?,¿Tienes arroz?
Do you have rice?,¿Tienen arroz?
Do you know that?,¿Tú sabes eso?
Do you know them?,¿Los conoces?
Do you know them?,¿Les conocéis?
Do you like bugs?,¿Te gustan los insectos?
Do you like bugs?,¿Te gustan los bichos?
Do you like dogs?,¿Te gustan los perros?
Do you like dogs?,¿Le gustan los perros?
Do you like fish?,¿Te gusta el pescado?
Do you like golf?,¿Te gusta el golf?
Do you like rain?,¿Te gusta la lluvia?
Do you like snow?,¿Te gusta la nieve?
Do you like that?,¿Te gusta eso?
Do you like them?,¿Te gustan?
Do you like this?,¿Te gusta esto?
Do you live here?,¿Vives aquí?
Do you live here?,¿Usted vive aquí?
Do you live here?,¿Vivís aquí?
Do you live here?,¿Viven aquí?
Do you live here?,¿Ustedes viven aquí?
Do you live here?,¿Vive usted aquí?
Do you need help?,¿Necesitáis ayuda?
Do you own a gun?,¿Tienes una pistola?
Do you play golf?,¿Juegas golf?
Do you play golf?,¿Juega usted golf?
Do you play golf?,¿Juegan golf?
Do you trust Tom?,¿Confías en Tom?
Do you want more?,¿Quieres más?
Do you want soup?,¿Querés sopa?
Do you want that?,¿Que quieres qué?
Do you want this?,¿Quieres esto?
Do your homework.,Haz los deberes.
Do your own work.,Haz tu propio trabajo.
Does it look bad?,¿Se ve mal?
Does it work now?,¿Funciona ahora?
Don't ask me why.,No me preguntes por qué.
Don't ask me why.,No me preguntéis por qué.
Don't be a brute.,No seas bruto.
Don't be foolish.,No seas tonto.
Don't be nervous.,No estés nervioso.
Don't be so glum.,No estés tan desanimado.
Don't be so glum.,No estés tan desanimada.
Don't come again.,No vuelvas aquí.
Don't deceive me.,No me engañes.
Don't disturb me!,No me molestes.
Don't disturb me!,¡No me moleste!
Don't disturb me.,No me molestes.
"Don't do it, Tom.","No lo hagas, Tom."
Don't drink that.,No bebáis eso.
Don't exaggerate.,No exageréis.
Don't get caught.,Que no te atrapen.
Don't go so fast!,¡No vaya tan ligero!
Don't have a cow.,No te comas un cable.
Don't lecture me.,No me riñas.
Don't lecture me.,No me eches una reprimenda.
Don't lecture me.,No me sermonees.
Don't lie to Tom.,No le mientas a Tom.
Don't look at me.,No me mires.
Don't lose heart.,No te desanimes.
Don't make faces.,No hagas muecas.
Don't make noise.,No hagas ruido.
Don't make noise.,No hagáis ruido.
Don't make noise.,No hagan ruido.
Don't mention it.,Ni lo menciones.
Don't mislead me.,No me engañes.
Don't oppose him.,No te opongas a él.
Don't rip me off!,¡No me estafes!
Don't sleep long.,No duermas mucho.
Don't smoke here.,No fumes aquí.
Don't smoke here.,No fume aquí.
Don't talk to me!,¡No me hables!
Don't talk to me!,¡No habléis conmigo!
Don't talk to me!,¡No me hablen!
Don't talk to me.,No me hables.
Don't tell on me.,No me acuses.
Don't tell on me.,No me delates.
Don't touch this!,¡No toques esto!
Don't touch this!,¡No toquéis esto!
Don't use my pen.,No uses mi bolígrafo.
Don't waste time.,No pierdas tiempo.
Don't waste time.,No pierdas el tiempo.
Don't yell at me.,No me grites.
Draw a line here.,Trace usted una línea aquí.
Drink more water.,Beban más agua.
Eat meals slowly.,Come despacio la comida.
Enjoy yourselves.,Diviértanse.
Everybody danced.,Todo el mundo bailaba.
Everybody jumped.,Todos saltaron.
Everybody laughs.,Todos se ríen.
Everybody stayed.,Todos se quedaron.
Everybody waited.,Todos esperaron.
Everybody's dead.,Todos están muertos.
Everyone cheered.,Todos se alegraron.
Everyone cheered.,Hubo un vitoreo general.
Everyone cheered.,Hubo una aclamación colectiva.
Everyone escaped.,Escaparon todos.
Evil always wins.,El mal siempre triunfa.
Explain it to me.,Explícamelo.
Explain it to me.,Acláramelo.
Explain yourself.,Explíquese.
Family is family.,La familia es la familia.
Father came home.,Mi padre vino a casa.
Father came home.,Papá volvió a casa.
Fight like a man!,¡Pelea como un hombre!
Fight like a man!,¡Pelea como hombre!
Fill up the tank.,Llena el depósito.
Finish the story.,Termina la historia.
Follow my advice.,Sigue mi consejo.
Follow the rules.,¡Seguir las reglas!
Food costs money.,La comida cuesta dinero.
For what purpose?,¿Con qué propósito?
Forget about her.,Olvídate de ella.
Get Tom's advice.,Pide consejo a Tom.
Get away from me.,Aléjate de mí.
Get back to work!,¡Volvé al trabajo!
Get enough sleep.,Duerme lo suficiente.
Get into the car.,Sube al auto.
Get off the lawn!,¡Sal del césped!
Get off the lawn!,¡Fuera del césped!
Get on the horse.,Súbete al caballo.
Get on the horse.,Súbanse al caballo.
Get to the point!,¡Ve al grano!
Get to the point.,Vaya al grano.
Give Tom a drink.,Dale una bebida a Tom.
Give Tom the gun.,Dale a Tom la pistola.
Give me a chance.,Dame una chance.
Give me a hammer.,Deme un martillo.
Give me a reason.,Dame una razón.
Give me a second.,Dame un segundo.
Give me my sword.,Dame mi espada.
Give me that key.,Dame esa llave.
Give me the ball.,Dame la pelota.
Give me the ball.,Dadme la pelota.
Give me the ball.,Denme la pelota.
Give me the book.,Dame el libro.
Give me the book.,Dame ese libro.
Give me the keys.,Dame las llaves.
Give them to her.,Dáselos.
Give them to him.,Dáselos.
Give us a minute.,Danos un minuto.
Go and fetch Tom.,Ve a traer a Tom.
Go have some fun.,Ve y diviértete.
Go on without me.,Sigue sin mí.
Go on without me.,Sigan sin mí.
Go play with Tom.,Vete a jugar con Tom.
Go there with me.,Ve allí conmigo.
Go there with me.,Vente allí conmigo.
"Go to sleep, Tom.","Vete a dormir, Tom."
Go to the garage.,Vete al garaje.
Go up the stairs.,Sube las escaleras.
Go when you want.,Vete cuando quieras.
Grab an umbrella.,Coge un paraguas.
Hand me my towel.,Pásame mi toalla.
Has someone died?,¿Ha muerto alguien?
Have Tom call me.,Haz que me llame Tom.
Have a croissant.,Tome un cruasán.
Have a croissant.,Toma un cruasán.
Have a croissant.,Tomad un cruasán.
Have a croissant.,Tomen un cruasán.
Have a good time.,Pásala bien.
Have a good time.,Pásenla bien.
Have a nice time.,Pásala bien.
Have a nice time.,Pásenla bien.
Have a nice trip!,¡Buen viaje!
Have a nice trip!,¡Ten un buen viaje!
Have a nice trip.,¡Que tengáis un buen viaje!
Have another cup.,Sírvase otra copa.
Have another cup.,Sírvete otra copa.
Have another cup.,Sírvanse otra copa.
Have some eggnog.,Toma un poco de ponche.
Have some eggnog.,Bebe un poco de ponche.
Have you decided?,¿Te decidiste?
Have you seen it?,¿Lo has visto?
He became famous.,Él se hizo famoso.
He began running.,Él empezó a correr.
He began to sing.,Él empezó a cantar.
He behaved badly.,Él se portó mal.
He blew the deal.,Él arruinó el trato.
He broke the law.,Infringió la ley.
He called me fat.,Él me llamó gordo.
He can read well.,Él sabe leer bien.
He can read well.,Él puede leer lo suficiente.
He can swim well.,Él sabe nadar bien.
He can swim well.,Él puede nadar bien.
He can't read it.,Él no puede leerlo.
He can't whistle.,Él no sabe silbar.
He cheated on me.,Fui engañado por él.
He cheated on me.,Él me engañó.
He cheated on me.,Él me puso los cuernos.
He cried for joy.,Él lloró de alegría.
He deserves more.,Él merece más.
He died recently.,Él murió recientemente.
He does his duty.,Cumple con su deber.
He does not know.,Él no sabe.
He doesn't drink.,Él no bebe.
He doesn't sleep.,No duerme.
He doesn't smoke.,No fuma.
He doesn't smoke.,Él no fuma.
He fascinated me.,Él me fascinaba.
He feels at home.,Él se siente como en casa.
He fell backward.,Él se cayó para atrás.
He fixed the net.,Él reparó la red.
He flew to Paris.,Él voló a París.
He gave it to me.,Él me lo dio.
He got a new job.,Consiguió un nuevo trabajo.
He had a bad day.,Él tuvo un mal día.
He had few teeth.,Él tenía pocos dientes.
He had gray hair.,Él tenía pelo gris.
He had long hair.,Él tenía melena.
He had no hat on.,Él no llevaba sombrero.
He has a Picasso.,Él tiene un Picasso.
He has a bicycle.,Él tiene una bicicleta.
He has been busy.,Él ha estado ocupado.
He has long hair.,Él tiene el pelo largo.
He has long hair.,Tiene el pelo largo.
He has long hair.,Tiene pelo largo.
He has long legs.,Él tiene piernas largas.
He has no hat on.,No lleva sombrero.
He hates carrots.,Él odia las zanahorias.
He hates running.,Odia correr.
He hates spiders.,Él odia las arañas.
He heard a noise.,Él escuchó un ruido.
He heard a shout.,Él oyó un grito.
He hung up on me.,Él me colgó.
He is a beginner.,Él es un principiante.
He is a kind boy.,Él es un chico amable.
He is a tall boy.,Él es un chico alto.
He is an Italian.,Él es italiano.
He is distracted.,Él está distraído.
He is doing well.,A él le va bien.
He is doing well.,Va bien.
He is her friend.,Él es su amigo.
He is her friend.,Él es amigo de ella.
He is his friend.,Él es su amigo.
He is in college.,Él es universitario.
He is in college.,Está en la universidad.
He is in pajamas.,Él está en pijamas.
He is in pajamas.,Él anda en pijamas.
He is in trouble.,Él está en problemas.
He is just a kid.,Solo es un niño.
He is my brother.,Él es mi hermano.
He is my brother.,Es mi hermano.
He is my stepdad.,Él es mi padrastro.
He is my teacher.,Él es mi profesor.
He is not stupid.,Él no es estúpido.
He is not stupid.,Él no es idiota.
He is not stupid.,No es estúpido.
He is overweight.,Tiene sobrepeso.
He is still here.,Todavía está aquí.
He is very angry.,Está realmente enfadado.
He is very brave.,Él es muy valiente.
He is very young.,Él es muy joven.
He isn't at home.,No está en casa.
He isn't married.,Él no está casado.
He isn't perfect.,No es perfecto.
He just got home.,Acaba de volver a casa.
He keeps a diary.,Él lleva un diario.
He knows me well.,Él me conoce bien.
He left his wife.,Abandonó a su mujer.
He left his wife.,Dejó a su mujer.
He left his wife.,Dejó a su esposa.
He left just now.,Él se acaba de ir.
He left just now.,Se acaba de ir.
He left the room.,Él salió de la habitación.
He lied about it.,Él mintió acerca de eso.
He likes animals.,Le gustan los animales.
He likes fishing.,Le gusta pescar.
He likes hunting.,Le gusta cazar.
He likes oranges.,Le gustan las naranjas.
He likes singing.,Le gusta cantar.
He likes to hunt.,Le gusta cazar.
He likes to swim.,Le gusta nadar.
He looks his age.,Él luce de su edad.
He loves animals.,Le gustan los animales.
He loves fishing.,A él le gusta pescar.
He loves singing.,Le gusta cantar.
He loves singing.,Ama cantar.
He loves to fish.,Le encanta pescar.
He made me smile.,Me hizo sonreír.
He moves quickly.,Él se mueve rápido.
He must be tired.,Debe de estar cansado.
He must not live.,Él no debe vivir.
He needs glasses.,Él necesita lentes.
He painted a dog.,Él pintó un perro.
He played tennis.,Jugó al tenis.
He put up a flag.,Él izó la bandera.
He ran into debt.,Él se endeudó.
He remained dumb.,Él permaneció mudo.
He sang and sang.,Cantó y cantó.
He saved my life.,Él me salvó la vida.
He scares easily.,Se asusta fácilmente.
He screams a lot.,Él grita mucho.
He seems healthy.,Parece estar sano.
He shares a room.,Él comparte una habitación.
He shook my hand.,Él me dio la mano.
He slept all day.,Durmió todo el día.
He speaks French.,Él habla francés.
He terrified her.,Él la aterroriza.
He terrified him.,Él le aterroriza.
He told everyone.,Se lo dijo a todos.
He turned around.,Él se volteó.
He turned around.,Él se giró.
He wants an iPad.,Quiere un iPad.
He wants to come.,Quiere venir.
He was born dumb.,Él nació estúpido.
He was born rich.,Él nació rico.
He was in France.,Él estaba en Francia.
He was my friend.,Él era mi amigo.
He was tenacious.,Él era persistente.
He was very poor.,Él era muy pobre.
He wears glasses.,Él lleva gafas.
He wears glasses.,Él usa lentes.
He wears glasses.,Él lleva puesto lentes.
He went far away.,Se fue muy lejos.
He went shopping.,Se fue a hacer compras.
He won't beat me.,Él no me va a pegar.
He writes Arabic.,Él escribe en árabe.
He's a bit naive.,Él es un poco ingenuo.
He's a bit naive.,Es un poco ingenuo.
He's a crude man.,Es un hombre bárbaro.
He's a gentleman.,Él es un caballero.
He's a good liar.,Él es un buen mentiroso.
He's a grown man.,Él es un adulto.
He's a historian.,Es un historiador.
He's a smart boy.,Él es un chico astuto.
He's a smart boy.,Es un chico listo.
He's a weird guy.,Él es un tipo extraño.
He's always busy.,Siempre está ocupado.
He's at her side.,Está a su lado.
He's from Lisbon.,Es de Lisboa.
He's getting old.,Está envejeciendo.
He's going blind.,Se está quedando ciego.
He's gone senile.,Él se puso senil.
He's intelligent.,Es inteligente.
He's intelligent.,Él es inteligente.
He's just a liar.,Él es solo un mentiroso.
He's new in town.,Es nuevo en la ciudad.
He's not like us.,Él no es como nosotros.
He's not married.,Él no está casado.
He's not perfect.,No es perfecto.
He's not serious.,Él no es serio.
He's out of town.,Está fuera de la ciudad.
He's over thirty.,Él tiene más de treinta.
He's stark naked.,Está totalmente desnudo.
He's still young.,Todavía es joven.
He's unconscious.,Está inconsciente.
He's very lonely.,Él es muy solitario.
He's very stingy.,Él es muy tacaño.
He's very stingy.,Él es muy canuto.
He's watching me.,Me está observando.
He's your father.,Él es tu padre.
He's your father.,Él es su padre.
He's your friend.,Él es tu amigo.
Health is wealth.,La salud es riqueza.
Help me out here.,Que alguien me eche una mano aquí.
Help me stand up.,Ayúdame a ponerme de pie.
Help me stand up.,Ayúdame a levantarme.
Help me stand up.,Ayúdeme a levantarme.
Her bike is blue.,Su bici es azul.
Her hair is long.,Ella tiene el pelo largo.
Her name is Mary.,Su nombre es Mary.
Here is my album.,Aquí está mi álbum.
Here is the bill.,Aquí está la cuenta.
Here is your bag.,Aquí está tu bolsa.
Here is your dog.,Tu perro está aquí.
Here is your dog.,Aquí está tu perro.
Here's my number.,Aquí tienes mi número.
"Here, drink this.","Toma, bébete esto."
"Here, drink this.","Tome, beba esto."
"Here, drink this.","Tomad, bebeos esto."
"Here, use my key.","Toma, usa mi llave."
"Hey, wait for me.","Hey, espera por mí."
"Hey, where's Tom?","¡Eh!, ¿dónde está Tom?"
Hi! I'm new here.,¡Hola! Soy nuevo aquí.
His eyes are red.,Tiene los ojos rojos.
His wife was mad.,Su esposa estaba furiosa.
Hold on a minute.,Espera un minuto.
Hold on a second.,Espera un minuto.
Hold on a second.,Aguantá un segundo.
Hold your breath.,Contén tu respiración.
Hold your horses.,Un momentito.
Horses eat grass.,Los caballos comen hierba.
How about a beer?,¿Qué tal una cerveza?
"How are you, Tom?","¿Cómo estás, Tom?"
"How are you, Tom?","¿Cómo te va, Tom?"
How could I know?,¿Cómo podía saberlo?
How did Tom look?,¿Qué aspecto tenía Tom?
How did Tom look?,¿Cómo se veía Tom?
How do you do it?,¿Cómo lo haces?
How do you plead?,¿Cómo se declara?
How embarrassing!,¡Qué vergüenza!
How large was it?,¿Qué tan grande era?
How lucky we are!,¡Qué afortunados somos!
How melodramatic!,¡Qué melodramático!
How much is this?,¿Cuánto es esto?
How tall are you?,¿Cuánto mides?
How tall you are!,¡Qué alto eres!
How tall you are!,¡Qué alto que sos!
How tall you are!,!Qué alto que eres!
How tall you are!,¡Qué altos que son!
How tall you are!,¡Qué altos que están!
How unlucky I am!,¡Qué mala suerte tengo!
How unlucky I am!,¡Qué gafe soy!
How unlucky I am!,¡Qué desafortunado soy!
How was your day?,¿Cómo estuvo tu día?
How would I know?,¿Cómo lo iba a saber?
How would I know?,¿Cómo iba a saberlo?
How would I know?,¿Cómo iba yo a saberlo?
How you've grown!,¡Cómo has crecido!
How're you doing?,¿Qué tal te va?
How're you doing?,¿Cómo lo llevas?
"Hurry up, please.","Por favor, date prisa."
I abhor violence.,Aborrezco la violencia.
I agree with him.,Estoy de acuerdo con él.
I agree with you.,Estoy de acuerdo con usted.
I almost drowned.,Casi me ahogué.
I already did it.,Ya lo hice.
I already saw it.,Ya lo vi.
I also like cake.,A mi también me gustan los pasteles.
I always eat out.,Siempre como afuera.
I am a bit drunk.,Estoy un poco bebido.
I am a bit drunk.,Estoy un poquito borracho.
I am a bit drunk.,Estoy un poco borracho.
I am a foreigner.,Soy un extranjero.
I am a masochist.,Soy un masoquista.
I am a policeman.,Yo soy policía.
I am a professor.,Yo soy profesor.
I am against war.,Estoy en contra de la guerra.
I am an American.,Soy estadounidense.
I am cooking now.,Ahora estoy cocinando.
I am cooking now.,En este momento estoy cocinando.
I am dumbfounded.,Yo estoy estupefacto.
I am embarrassed.,Estoy avergonzado.
I am from Brazil.,Soy de Brasil.
I am from France.,Vengo de Francia.
I am from France.,Soy de Francia.
I am from Norway.,Yo soy de Noruega.
I am from Russia.,Vengo de Rusia.
I am frying fish.,Estoy friendo pescado.
I am not a witch.,No soy una bruja.
I am not working.,No estoy trabajando.
I am on duty now.,Estoy de guardia ahora.
I am on duty now.,Ahora estoy de servicio.
I am only joking.,Sólo estoy bromeando.
I am out of work.,Estoy desempleado.
I am out of work.,Estoy sin trabajo.
I am pretty sure.,Estoy relativamente seguro.
I am pretty sure.,Estoy muy seguro.
I am still alone.,Todavía estoy sola.
I am very hungry.,Estoy muy hambriento.
I am your father.,Soy tu padre.
I am your father.,Yo soy tu padre.
I appreciate you.,Te tengo cariño.
I asked for food.,Pedí comida.
I ate on the bus.,Comí en el autobús.
I ate the cheese.,Me comí el queso.
I became a woman.,Me he convertido en mujer.
I began to sweat.,Empecé a sudar.
I believe in God.,Yo creo en Dios.
I believe in you.,Creo en ti.
I bought a house.,Compré una casa.
I bought a watch.,He comprado un reloj.
I bought a watch.,Compré un reloj.
I bought the car.,Compré el auto.
I bought the car.,Yo compré el auto.
I bowed politely.,Hice una amable inclinación.
I bowed politely.,Me incliné educadamente.
I can bake bread.,Sé hornear pan.
I can hardly see.,Apenas puedo ver.
I can read minds.,Yo puedo leer mentes.
I can't budge it.,No puedo moverlo un ápice.
I can't come now.,Ahora no puedo ir.
I can't come now.,Ahora mismo no puedo ir allí.
I can't come now.,En este momento no puedo ir.
I can't complain.,No puedo quejarme.
I can't complain.,No me puedo quejar.
I can't die here.,No puedo morir aquí.
I can't eat meat.,No puedo comer carne.
I can't hate you.,No puedo odiarte.
I can't hear you.,No puedo oírte.
I can't hear you.,No puedo oíros.
I can't hear you.,No puedo oírles.
I can't hear you.,No puedo oírle.
I can't help you.,No puedo ayudaros.
I can't reach it.,No lo puedo alcanzar.
I can't remember.,No me acuerdo.
I can't see well.,No veo bien.
I can't show you.,No puedo mostrarte.
I can't stand it.,No lo aguanto.
I can't stand it.,No lo soporto.
I can't stand up.,No puedo levantarme.
I can't stop her.,No puedo pararla.
I can't stop her.,No puedo detenerla.
I can't stop him.,No puedo pararle.
I can't stop you.,No te puedo parar.
I can't talk now.,Ahora no puedo hablar.
I can't talk now.,No puedo hablar ahora.
I caught the flu.,Me agarré una gripe.
I caught the flu.,Me engripé.
I could be wrong.,Yo podría estar equivocado.
I could kill you.,Podría matarte.
I could kill you.,Yo podría matarte.
I could kill you.,Podría matarlo.
I could kill you.,Yo podría matarlo.
I could kill you.,Podría matarla.
I could kill you.,Yo podría matarla.
I could kill you.,Podría mataros.
I could kill you.,Yo podría mataros.
I could kill you.,Podría matarlos.
I could kill you.,Yo podría matarlos.
I could kill you.,Podría matarlas.
I could kill you.,Yo podría matarlas.
I could kill you.,Te podría matar.
I could kill you.,Yo te podría matar.
I could kill you.,Lo podría matar.
I could kill you.,Yo lo podría matar.
I could kill you.,La podría matar.
I could kill you.,Yo la podría matar.
I could kill you.,Os podría matar.
I could kill you.,Yo os podría matar.
I could kill you.,Los podría matar.
I could kill you.,Yo los podría matar.
I could kill you.,Las podría matar.
I could kill you.,Yo las podría matar.
I couldn't sleep.,No pude dormir.
I did it for Tom.,Lo hice por Tom.
I did it for him.,Lo hice por él.
I did it for you.,Lo hice por vos.
I did it quickly.,Lo hice a la ligera.
I didn't ask you.,No te he preguntado.
I didn't hear it.,No lo escuché.
I didn't hear it.,No lo he oído.
I didn't like it.,No me gustó.
I didn't mean it.,No lo hice aposta.
I didn't mean it.,No lo hice adrede.
I didn't see Tom.,No vi a Tom.
I didn't see her.,No la vi.
I didn't see him.,No lo vi.
I didn't see him.,No le vi.
I didn't see you.,No te vi.
I didn't see you.,No te había visto.
I dislike coffee.,Odio el café.
I do believe you.,Te creo de verdad.
I do my job well.,Yo hago bien mi trabajo.
I do remember it.,Claro que lo recuerdo.
I don't eat meat.,No como carne.
I don't envy her.,No le envidio.
I don't envy him.,No le envidio.
I don't envy him.,No lo envidio.
I don't envy you.,No te envidio.
I don't know her.,No la conozco.
I don't know him.,No le conozco.
I don't know why.,No sé por qué.
I don't know why.,No sé la causa.
I don't know yet.,Todavía no lo sé.
I don't know you.,No le conozco.
I don't know you.,No te conozco.
I don't know you.,No os conozco.
I don't know you.,No les conozco.
I don't like Tom.,No me gusta Tom.
I don't like her.,Ella no me simpatiza.
I don't like her.,Ella no me gusta.
I don't like you.,No me gustas.
I don't like you.,Me caes mal.
I don't like you.,Me caes gordo.
I don't love Tom.,No amo a Tom.
I don't love her.,No la amo.
I don't mean you.,No me refiero a ti.
I don't need Tom.,No necesito a Tom.
I don't need you.,No te necesito.
I don't remember.,No me acuerdo.
I don't want one.,No quiero una.
I don't want tea.,No quiero té.
I don't want you.,No te deseo.
I don't watch TV.,Yo no veo la televisión.
I drink to relax.,Yo tomo para relajarme.
I feel bad today.,Hoy me siento mal.
I feel flattered.,Me siento halagado.
I feel important.,Me siento importante.
I feel powerless.,Me siento impotente.
I feel refreshed.,Me siento refrescado.
I feel safe here.,Me siento segura acá.
I feel so lonely.,Me siento tan sola.
I feel something.,Siento algo.
I feel very cold.,Me siento muy helado.
I feel very good.,Me siento muy bien.
I feel very sick.,Me siento muy mal.
I feel your pain.,Comparto su dolor.
I feel your pain.,Comparto vuestro dolor.
I feel your pain.,Comparto tu dolor.
I feel your pain.,Siento tu dolor.
I found my shoes.,Encontré mis zapatos.
I found your cap.,Encontré tu gorra.
I gave up my job.,Renuncié a mi trabajo.
I get up at 6:30.,Me levanto a las seis y media.
I get up at 7:00.,Me levanto a las 7:00.
I get your point.,Entiendo lo que quieres decir.
I go to the park.,Voy al parque.
I got her a doll.,Le traje una muñeca.
I got hurt today.,Hoy me lastimé.
I guess we could.,Supongo que podemos.
I had a huge dog.,Yo tenía un perro enorme.
I hate chemistry.,Detesto la química.
I hate hypocrisy.,Odio la hipocresía.
I hate my family.,Odio a mi familia.
I hate surprises.,Odio las sorpresas.
I hate that idea.,No me gusta esa idea.
I hate that song.,Odio esa canción.
I hate the rules.,Odio las reglas.
I hate this game.,Odio este juego.
I hate traveling.,Odio viajar.
I have a bicycle.,Tengo una bicicleta.
I have a brother.,Tengo un hermano.
I have a grenade.,Tengo una granada.
I have a problem.,Tengo un problema.
I have a scooter.,Tengo un scooter.
I have asked him.,Le he preguntado.
I have been busy.,He estado ocupado.
I have been busy.,He estado ocupada.
I have few books.,Tengo pocos libros.
I have heartburn.,Tengo ardor de estómago.
I have my doubts.,Tengo mis dudas.
I have no choice.,No tengo opción.
I have no doubts.,No tengo ninguna duda.
I have no future.,No tengo futuro.
I have some food.,Tengo algo de comer.
I have some pens.,Tengo algunos bolígrafos.
I have sore feet.,Me duelen los pies.
I have the video.,Tengo el vídeo.
I have to go now.,Ahora tengo que irme.
I have to go now.,Tengo que irme ahora.
I have turned 20.,Cumplí veinte años.
I hear something.,Escucho algo.
I heard a scream.,Oí un grito.
I heard it on TV.,Lo he oído en la tele.
I heard the bell.,Oí la campana.
I hope I'm wrong.,Espero estar equivocada.
I hope it's true.,Espero que sea verdad.
I just got a job.,Acabo de conseguir un trabajo.
I just need time.,Solo necesito tiempo.
I kicked the dog.,Pateé al perro.
I know I'm early.,Sé que llegué adelantado.
I know I'm right.,Sé que tengo razón.
I know he did it.,Sé que él lo ha hecho.
I know he did it.,Sé que lo ha hecho él.
I know how it is.,Ya lo sé.
I know it myself.,Yo mismo lo sé.
I know it's cold.,Sé que hace frío.
I know it's true.,Sé que es verdad.
I know only this.,Tan sólo sé esto.
I know that girl.,Conozco a esa chica.
I know the rules.,Conozco las normas.
I know this joke.,Me sé este chiste.
I know what's up.,Yo sé lo que pasa.
I know who he is.,Sé quién es.
I know who it is.,Sé quien es.
I know your name.,Yo sé tu nombre.
I know your name.,Sé cuál es tu nombre.
I know your type.,Conozco a los de tu tipo.
I let in the cat.,Dejé entrar al gato.
I let the cat in.,He dejado entrar al gato.
I let the cat in.,Dejo entrar al gato.
I let the cat in.,Dejé entrar al gato.
I like Australia.,Me gusta Australia.
I like chocolate.,Me gusta el chocolate.
I like fresh air.,Me gusta el aire fresco.
I like her a lot.,Ella me gusta mucho.
I like ice cream.,Me gusta la nieve.
I like ice cream.,Me gusta el helado.
I like languages.,Me gustan los idiomas.
I like math best.,Lo que más me gusta son las matemáticas.
I like pop music.,Me gusta la música pop.
I like red roses.,Me gustan las rosas rojas.
I like surprises.,Me gustan las sorpresas.
I like that song.,Me gusta esa canción.
I like the beach.,Me gusta la playa.
I like to travel.,Me gusta viajar.
I like traveling.,Me gusta viajar.
I like you a lot.,Te quiero mucho.
I like you a lot.,Me gustás mucho.
I like your dogs.,Me gustan tus perros.
I like your hair.,Me gusta tu pelo.
I like your hair.,Me gusta vuestro pelo.
I like your idea.,Me gusta tu idea.
I like your plan.,Me gusta tu plan.
I like your work.,Me gusta tu trabajo.
I live in Boston.,Vivo en Boston.
I live in Moscow.,Vivo en Moscú.
I live in Tahiti.,Vivo en Tahití.
I live in Turkey.,Vivo en Turquía.
I live in Turkey.,Yo vivo en Turquía.
I live near here.,Yo vivo cerca de aquí.
I look up to you.,Yo te respeto.
I look up to you.,Yo te tengo estima.
I lost the watch.,He perdido el reloj.
I lost the watch.,Perdí mi reloj.
I love Australia.,Amo Australia.
I love astronomy.,Me encanta la astronomía.
I love ice cream.,Me encanta el helado.
I love ice cream.,Me gusta el helado.
I love this game.,Adoro este juego.
I love this song.,Adoro esta canción.
I love this song.,Me encanta esta canción.
I love this town.,Me gusta esta ciudad.
I love to travel.,Me gusta viajar.
I love your name.,Me encanta tu nombre.
I made a fortune.,Hice una fortuna.
I made a mistake.,Cometí un error.
I made breakfast.,Hice el desayuno.
I made her angry.,La hice enfadar.
I made her happy.,La hice feliz.
I made him do so.,Yo lo hice hacerlo.
I made it myself.,Lo hice yo mismo.
I made it myself.,Lo he hecho yo.
I make the rules.,Yo hago las normas.
